date,geography,indicator,value
1956-01,Canada,All-items,14.2
1956-02,Canada,All-items,14.1
1956-03,Canada,All-items,14.1
1956-04,Canada,All-items,14.1
1956-05,Canada,All-items,14.1
1956-06,Canada,All-items,14.3
1956-07,Canada,All-items,14.4
1956-08,Canada,All-items,14.5
1956-09,Canada,All-items,14.4
1956-10,Canada,All-items,14.5
1956-11,Canada,All-items,14.6
1956-12,Canada,All-items,14.6
1957-01,Canada,All-items,14.6
1957-02,Canada,All-items,14.6
1957-03,Canada,All-items,14.6
1957-04,Canada,All-items,14.7
1957-05,Canada,All-items,14.7
1957-06,Canada,All-items,14.8
1957-07,Canada,All-items,14.8
1957-08,Canada,All-items,14.9
1957-09,Canada,All-items,15.0
1957-10,Canada,All-items,15.0
1957-11,Canada,All-items,15.0
1957-12,Canada,All-items,14.9
1958-01,Canada,All-items,15.0
1958-02,Canada,All-items,15.0
1958-03,Canada,All-items,15.1
1958-04,Canada,All-items,15.1
1958-05,Canada,All-items,15.1
1958-06,Canada,All-items,15.1
1958-07,Canada,All-items,15.1
1958-08,Canada,All-items,15.1
1958-09,Canada,All-items,15.3
1958-10,Canada,All-items,15.3
1958-11,Canada,All-items,15.3
1958-12,Canada,All-items,15.3
1959-01,Canada,All-items,15.3
1959-02,Canada,All-items,15.3
1959-03,Canada,All-items,15.2
1959-04,Canada,All-items,15.2
1959-05,Canada,All-items,15.3
1959-06,Canada,All-items,15.1
1959-07,Canada,All-items,15.3
1959-08,Canada,All-items,15.3
1959-09,Canada,All-items,15.5
1959-10,Canada,All-items,15.5
1959-11,Canada,All-items,15.5
1959-12,Canada,All-items,15.5
1960-01,Canada,All-items,15.5
1960-02,Canada,All-items,15.5
1960-03,Canada,All-items,15.4
1960-04,Canada,All-items,15.5
1960-05,Canada,All-items,15.5
1960-06,Canada,All-items,15.5
1960-07,Canada,All-items,15.5
1960-08,Canada,All-items,15.5
1960-09,Canada,All-items,15.5
1960-10,Canada,All-items,15.7
1960-11,Canada,All-items,15.7
1960-12,Canada,All-items,15.7
1961-01,Canada,All-items,15.7
1961-02,Canada,All-items,15.7
1961-03,Canada,All-items,15.7
1961-04,Canada,All-items,15.7
1961-05,Canada,All-items,15.7
1961-06,Canada,All-items,15.7
1961-07,Canada,All-items,15.7
1961-08,Canada,All-items,15.7
1961-09,Canada,All-items,15.7
1961-10,Canada,All-items,15.7
1961-11,Canada,All-items,15.7
1961-12,Canada,All-items,15.7
1962-01,Canada,All-items,15.7
1962-02,Canada,All-items,15.7
1962-03,Canada,All-items,15.7
